GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "34000","New Jersey",2,SAGDP6N,1,"...","All industry total ","Thousands of dollars",26288295,28202263,28987341,29492608,30338634,31592646,33819258,36081575,38036912,40760998,42760682,42534292,41352723,42553801,44553154,45443395,47690190,49958891,50454193,50859334,53017725,56926817,61324483,61215478,66050725,70680874
 "34000","New Jersey",2,SAGDP6N,2,"..."," Private industries ","Thousands of dollars",26287840,28201782,28986853,29492122,30338154,31592144,33819049,36081479,38036706,40760046,42759701,42533976,41351913,42553385,44552854,45442122,47688803,49957481,50452972,50858115,53016415,56925458,61323057,61213977,66049156,70678565
 "34000","New Jersey",2,SAGDP6N,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",28920,27222,33713,32223,32301,31748,35144,37437,40132,44237,52268,57887,53911,54873,62743,65273,66770,77738,74070,71538,77157,77808,81747,85781,89813,98633
 "34000","New Jersey",2,SAGDP6N,4,"111-112","   Farms ","Thousands of dollars",24759,22814,29349,27536,27895,27201,30577,32241,34722,38481,45817,50379,46374,46397,53829,56165,58074,67877,64271,60121,64558,64145,67281,71126,74226,82549
 "34000","New Jersey",2,SAGDP6N,5,"113-115","   Forestry, fishing, and related activities ","Thousands of dollars",4160,4408,4364,4687,4405,4547,4566,5196,5410,5756,6452,7507,7536,8475,8914,9108,8695,9862,9798,11417,12599,13664,14466,14655,15587,16083
 "34000","New Jersey",2,SAGDP6N,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",19993,23613,21651,20495,15516,13726,14702,17442,20727,20284,21899,22345,24993,25026,25286,28058,31414,35158,35431,37732,39240,40657,44872,48714,59948,67979
 "34000","New Jersey",2,SAGDP6N,7,"211","   Oil and gas extraction ","Thousands of dollars",534,355,388,386,274,711,572,1701,3883,1824,2415,2479,4367,4577,4682,5209,5053,5180,5212,5551,5598,6060,6547,6209,6787,7220
 "34000","New Jersey",2,SAGDP6N,8,"212","   Mining (except oil and gas) ","Thousands of dollars",17550,21417,19718,18722,14195,11755,12994,14617,15450,17117,17994,17950,17645,17499,17081,18959,22234,25729,24542,26385,28562,30345,33750,37446,49243,56965
 "34000","New Jersey",2,SAGDP6N,9,"213","   Support activities for mining ","Thousands of dollars",1908,1841,1545,1387,1047,1261,1136,1124,1394,1343,1490,1916,2981,2951,3523,3890,4126,4249,5677,5796,5080,4252,4574,5060,3918,3794
 "34000","New Jersey",2,SAGDP6N,10,"22","  Utilities ","Thousands of dollars",1659071,1680361,1670478,1480782,1376861,1393582,1489886,1612217,1708402,1757966,1700117,1666235,1753530,1962262,2012278,2116543,2094975,2241454,2242197,2263075,2348478,2549838,2564919,2543030,2584931,2781866
 "34000","New Jersey",2,SAGDP6N,11,"23","  Construction ","Thousands of dollars",124337,140937,156377,172034,155327,174455,181608,212253,215898,229901,242230,243164,239934,231846,243576,241361,259095,275010,282234,292133,321906,317854,341050,355843,381942,417536
 "34000","New Jersey",2,SAGDP6N,12,"31-33","  Manufacturing ","Thousands of dollars",1262733,1395924,1432416,1466897,1731350,1818803,1913151,2043697,2144533,2323944,2478760,2572441,2644341,2672679,2996631,2913813,3071248,3205376,2855643,2955609,3169821,3211699,3446429,3580290,3655654,4025084
 "34000","New Jersey",2,SAGDP6N,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",342850,385713,395176,407113,458650,471138,492670,511656,514480,544210,581135,587583,612298,585973,603182,597915,660342,695786,716679,669591,706498,751225,791882,815192,819534,882089
 "34000","New Jersey",2,SAGDP6N,14,"321","    Wood product manufacturing ","Thousands of dollars",5542,6257,6723,6992,6417,6643,6872,7650,7601,7803,8352,8309,7228,6527,6334,6225,6238,5915,6368,6985,7628,7971,9087,10085,10544,12142
 "34000","New Jersey",2,SAGDP6N,15,"327","    Nonmetallic mineral product manufacturing ","Thousands of dollars",32132,35677,36617,39560,37517,38742,39658,41654,43180,44335,48675,50822,50413,49223,50827,56764,53118,58181,56675,57852,63251,67088,73610,76450,79264,81566
 "34000","New Jersey",2,SAGDP6N,16,"331","    Primary metal manufacturing ","Thousands of dollars",45498,49932,51246,48214,47523,47765,46836,50503,43104,42949,42965,42420,49149,45454,47220,50257,49272,50154,50502,53126,54348,53043,57873,59276,55061,60133
 "34000","New Jersey",2,SAGDP6N,17,"332","    Fabricated metal product manufacturing ","Thousands of dollars",47518,51965,53464,54209,50685,50503,51776,55315,54940,58299,62452,65053,65877,64513,66344,63630,69926,70232,72029,71876,76307,80922,90198,93424,91078,99341
 "34000","New Jersey",2,SAGDP6N,18,"333","    Machinery manufacturing ","Thousands of dollars",47213,54495,56799,55249,55878,55590,56936,56932,55830,59188,63307,64642,66985,67032,65518,63202,66602,69215,70251,71852,75409,77695,83632,88647,91463,96433
 "34000","New Jersey",2,SAGDP6N,19,"334","    Computer and electronic product manufacturing ","Thousands of dollars",88800,100325,102509,111862,149513,155784,165002,170306,181569,195903,211854,212350,221899,207743,208296,204383,206559,229447,241663,231580,244626,263145,278031,279228,291218,315905
 "34000","New Jersey",2,SAGDP6N,20,"335","    Electrical equipment, appliance, and component manufacturing ","Thousands of dollars",16003,17538,16648,16603,21151,22465,24540,24742,27123,26532,28702,28324,29169,26823,27627,28484,28002,29648,30572,32771,32933,32731,37712,36417,35147,38288
 "34000","New Jersey",2,SAGDP6N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing ","Thousands of dollars",15228,17477,17020,16667,20694,17920,17635,14604,12039,13281,12760,12088,10938,10092,10067,10358,10105,10938,12467,13154,14792,14899,16124,18243,17781,18721
 "34000","New Jersey",2,SAGDP6N,22,"3364-3466,3369","    Other transportation equipment manufacturing ","Thousands of dollars",6961,7811,8325,10034,9308,9456,9339,9830,10098,10276,10823,10409,8700,8646,10320,10767,10832,12490,13507,14907,15275,17085,17302,20291,21449,23871
 "34000","New Jersey",2,SAGDP6N,23,"337","    Furniture and related product manufacturing ","Thousands of dollars",4349,4873,5264,5810,5722,5981,6366,6813,6806,7562,8137,8631,8910,7991,8263,7992,7933,8035,8137,9084,9742,10970,12993,12935,13087,15052
 "34000","New Jersey",2,SAGDP6N,24,"339","    Miscellaneous manufacturing ","Thousands of dollars",33605,39363,40560,41912,54242,60288,67709,73307,72189,78083,83108,84534,93030,91931,102365,95855,151755,151532,154508,106405,112188,125677,115320,120196,113442,120638
 "34000","New Jersey",2,SAGDP6N,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",919883,1010210,1037240,1059784,1272700,1347665,1420481,1532041,1630053,1779733,1897625,1984857,2032043,2086706,2393448,2315898,2410906,2509590,2138964,2286018,2463323,2460474,2654546,2765098,2836120,3142995
 "34000","New Jersey",2,SAGDP6N,26,"311-312","    Food and beverage and tobacco product manufacturing ","Thousands of dollars",254515,261513,258188,266560,246538,260528,261439,265794,260568,269906,278754,234399,245768,258143,302971,282980,310095,280307,267394,277083,286433,286313,309596,309213,321378,347124
 "34000","New Jersey",2,SAGDP6N,27,"313-314","    Textile mills and textile product mills ","Thousands of dollars",26295,28866,28261,26434,22667,23143,21881,21905,22068,22923,22548,21091,21512,18946,18843,17631,17594,18600,17578,17834,18758,18867,21049,22017,22010,24802
 "34000","New Jersey",2,SAGDP6N,28,"315-316","    Apparel, leather, and allied product manufacturing ","Thousands of dollars",11356,12630,12748,13525,12368,11661,12510,13692,14234,15594,16955,15454,14406,12867,12274,11995,11751,11911,12623,13657,14031,13341,13296,13241,12711,13110
 "34000","New Jersey",2,SAGDP6N,29,"322","    Paper manufacturing ","Thousands of dollars",78914,81456,83113,79683,70021,68944,71649,72665,72026,76061,86436,89493,92711,86008,86817,87821,86208,86180,87748,82454,89394,92355,92804,95356,93579,102393
 "34000","New Jersey",2,SAGDP6N,30,"323","    Printing and related support activities ","Thousands of dollars",31688,35905,38391,40160,36678,36705,36447,39379,41649,43696,46824,47693,46372,42782,44041,42921,40977,38517,38364,44559,38297,38201,41781,42767,44522,50554
 "34000","New Jersey",2,SAGDP6N,31,"324","    Petroleum and coal products manufacturing ","Thousands of dollars",83702,99264,106843,105144,101712,90529,92735,82189,100849,112442,117114,121459,127862,120408,109141,114591,144360,169434,164591,189513,184777,185116,191755,203868,196478,207370
 "34000","New Jersey",2,SAGDP6N,32,"325","    Chemical manufacturing ","Thousands of dollars",394681,447811,466155,485708,740412,811349,878635,988682,1069982,1189476,1275684,1402831,1431987,1497015,1768041,1708609,1749898,1851066,1495779,1604732,1766667,1762327,1916367,2008075,2076833,2320601
 "34000","New Jersey",2,SAGDP6N,33,"326","    Plastics and rubber products manufacturing ","Thousands of dollars",38732,42764,43541,42571,42304,44807,45186,47736,48677,49637,53309,52437,51424,50537,51320,49353,50024,53574,54888,56187,64967,63954,67899,70561,68608,77040
 "34000","New Jersey",2,SAGDP6N,34,"42","  Wholesale trade ","Thousands of dollars",5430404,5708690,5803499,5937622,6034145,6043979,6427214,7023061,7162228,7442687,7666278,7359099,6363143,7097354,7995524,8443019,8863262,8950138,9530041,8883018,9467840,11523543,14546563,13256656,16200946,18382550
 "34000","New Jersey",2,SAGDP6N,35,"44-45","  Retail trade ","Thousands of dollars",3049730,3276116,3516335,3844529,4098927,4299760,4425082,4721345,4913878,5498875,5947676,5945750,5418147,5554055,5512756,5448237,6047049,6235735,6211460,6347993,6696082,6825137,7264080,7475763,8868817,6973794
 "34000","New Jersey",2,SAGDP6N,36,"48-49","  Transportation and warehousing ","Thousands of dollars",572461,664370,684050,712176,607523,638700,646944,712947,739464,753322,861938,860956,912821,865776,944004,971173,1053815,1114130,1199231,1223377,1299032,1364750,1462238,1089795,1308839,1558166
 "34000","New Jersey",2,SAGDP6N,37,"481","   Air transportation ","Thousands of dollars",261573,347348,370646,408035,362178,384983,385281,432479,439820,450894,513655,509389,523976,482604,542518,570879,638626,680354,756719,768103,804847,850066,920531,548610,738446,945410
 "34000","New Jersey",2,SAGDP6N,38,"482","   Rail transportation ","Thousands of dollars",7154,8462,8787,7955,8194,9044,9194,10078,10175,10576,10925,13540,15544,15919,18746,20983,22613,25698,26262,27891,29940,31808,34580,35093,39853,40504
 "34000","New Jersey",2,SAGDP6N,39,"483","   Water transportation ","Thousands of dollars",58277,55163,52475,41705,25105,29025,31460,29904,37173,24932,23212,25702,23087,21486,22579,21293,21114,23362,24552,25655,26373,29102,27431,20611,20739,19331
 "34000","New Jersey",2,SAGDP6N,40,"484","   Truck transportation ","Thousands of dollars",55752,59589,60517,60668,57972,57844,60106,69908,78970,86159,86189,84329,103070,107247,112134,116953,116570,115889,121708,124604,135826,139744,146370,148411,159950,171246
 "34000","New Jersey",2,SAGDP6N,41,"485","   Transit and ground passenger transportation ","Thousands of dollars",53346,56099,59045,61012,44897,44001,45504,46880,46313,46467,49226,47893,58043,57567,54266,52293,52495,47334,45668,44091,44448,41968,41450,37666,41176,47854
 "34000","New Jersey",2,SAGDP6N,42,"486","   Pipeline transportation ","Thousands of dollars",10937,12772,13210,11335,7367,10608,11445,14575,17285,16641,17660,23771,24561,23201,31598,26558,41242,54276,51055,49695,54428,62327,66476,67844,73091,78312
 "34000","New Jersey",2,SAGDP6N,43,"487-488,492","   Other transportation and support activities ","Thousands of dollars",99387,95920,91145,91869,77762,79220,80151,83802,84333,90469,130062,121627,127088,120416,125190,126269,126528,129200,132613,138479,147684,149779,160711,166475,172059,188044
 "34000","New Jersey",2,SAGDP6N,44,"493","   Warehousing and storage ","Thousands of dollars",26034,29016,28225,29596,24048,23974,23802,25322,25395,27184,31010,34706,37452,37336,36972,35945,34627,38017,40655,44859,55487,59956,64690,65085,63524,67465
 "34000","New Jersey",2,SAGDP6N,45,"51","  Information ","Thousands of dollars",997283,975803,937980,901124,930710,961666,971888,1022171,990306,923261,762606,685997,667109,630577,616083,640881,614612,729754,725938,717149,727998,741096,761034,740285,754799,793492
 "34000","New Jersey",2,SAGDP6N,46,"511","   Publishing industries (except Internet) ","Thousands of dollars",30602,31576,32499,35014,65626,78185,87373,98526,99232,104380,109421,102963,107046,103400,103644,101377,100023,166655,172277,162624,172358,170962,180413,183576,183785,195739
 "34000","New Jersey",2,SAGDP6N,47,"512","   Motion picture and sound recording industries ","Thousands of dollars",140374,166713,159722,162378,161825,185034,201805,252192,257115,265610,242104,196438,188727,158678,148196,139632,132654,149681,143561,147900,137690,128213,138137,102893,103371,117692
 "34000","New Jersey",2,SAGDP6N,48,"515,517","   Broadcasting (except Internet) and telecommunications ","Thousands of dollars",810449,760031,727570,684392,669588,655877,637024,622555,582073,490339,335109,324791,307979,298942,289556,327830,313226,313306,309410,298978,290035,296212,282415,302055,307917,305404
 "34000","New Jersey",2,SAGDP6N,49,"518-519","   Data processing, hosting, and other information services ","Thousands of dollars",15859,17482,18189,19339,33671,42571,45686,48898,51885,62932,75972,61806,63357,69556,74686,72041,68709,100113,100690,107648,127914,145709,160068,151761,159726,174656
 "34000","New Jersey",2,SAGDP6N,50,"52,53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",9928266,10646954,10800820,10862102,11536970,12152423,13322573,13745572,14716264,15799394,16556960,16809366,17396342,17670325,18199083,18538838,19016044,20412210,20513312,21016168,21075882,22046446,21948007,22948462,22193248,23452071
 "34000","New Jersey",2,SAGDP6N,51,"52","   Finance and insurance ","Thousands of dollars",1017484,1086752,1131250,1136442,966943,1083011,1154816,1261768,1312455,1459662,1465889,1564171,1545033,1495917,1492850,1547247,1648841,2089834,2321442,2309566,1903357,2588342,2011544,2863526,2201858,2388947
 "34000","New Jersey",2,SAGDP6N,52,"521-522","    Monetary Authorities- central bank, credit intermediation, and related services ","Thousands of dollars",223418,259059,284891,303849,286657,327560,345296,381226,419991,454750,463669,468849,493356,486161,507508,513058,526017,545440,565561,620184,692198,747535,800229,814201,841043,916307
 "34000","New Jersey",2,SAGDP6N,53,"523","    Securities, commodity contracts, and other financial investments and related activities ","Thousands of dollars",87219,104751,118734,123259,115200,137381,137045,146373,144925,150020,188077,206199,195775,169907,159968,131542,129153,130163,131005,128780,133748,137341,157649,169291,170645,183112
 "34000","New Jersey",2,SAGDP6N,54,"524","    Insurance carriers and related activities ","Thousands of dollars",534236,516801,511547,487340,488377,549571,599244,689222,710461,817751,756850,831494,801416,780685,780519,857016,931416,1348282,1562668,1516990,1037781,1665109,1011906,1852685,1158461,1258997
 "34000","New Jersey",2,SAGDP6N,55,"525","    Funds, trusts, and other financial vehicles ","Thousands of dollars",172610,206141,216078,221994,76711,68499,73231,44947,37078,37141,57293,57629,54487,59164,44855,45631,62255,65949,62208,43612,39630,38358,41759,27349,31709,30531
 "34000","New Jersey",2,SAGDP6N,56,"53","   Real estate and rental and leasing ","Thousands of dollars",8910782,9560202,9669570,9725660,10570027,11069413,12167757,12483804,13403809,14339733,15091071,15245194,15851309,16174408,16706233,16991591,17367202,18322376,18191869,18706602,19172525,19458104,19936463,20084936,19991390,21063125
 "34000","New Jersey",2,SAGDP6N,57,"531","    Real estate ","Thousands of dollars",8770009,9392761,9480325,9509391,10365679,10856221,11930799,12234416,13109401,14004653,14720792,14892537,15501684,15808121,16339049,16587412,16915966,17845007,17732892,18211358,18612472,18869128,19316336,19445225,19365229,20396753
 "34000","New Jersey",2,SAGDP6N,58,"532-533","    Rental and leasing services and lessors of nonfinancial intangible assets ","Thousands of dollars",140773,167441,189245,216269,204348,213192,236958,249388,294408,335080,370279,352657,349625,366287,367184,404179,451236,477369,458978,495244,560053,588976,620127,639710,626161,666371
 "34000","New Jersey",2,SAGDP6N,59,"54,55,56","  Professional and business services ","Thousands of dollars",1336931,1570232,1744610,1786184,1612401,1703005,1892999,2183972,2562946,2804384,2995538,2892908,2500202,2488094,2582528,2651668,2948096,3014451,3116934,3247257,3507031,3560064,3893437,4131810,4336749,5362601
 "34000","New Jersey",2,SAGDP6N,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",763734,923889,1032813,1074888,996118,1032145,1204617,1420036,1786695,1921347,2018588,1869207,1514942,1530831,1571509,1631707,1869017,1948751,2037075,2129857,2265220,2316344,2532633,2677088,2818527,3533035
 "34000","New Jersey",2,SAGDP6N,61,"5411","    Legal services ","Thousands of dollars",109133,133521,141379,151880,175285,241690,438007,596022,949709,979873,811756,668299,372261,352830,365655,415213,494459,477816,535318,596402,641905,620523,698004,675531,714182,738709
 "34000","New Jersey",2,SAGDP6N,62,"5415","    Computer systems design and related services ","Thousands of dollars",257683,327174,378580,398798,327861,282319,267140,266011,263865,318303,441418,446385,403535,423821,447723,444417,522542,567773,538582,553946,560263,594208,643968,684691,714007,1014053
 "34000","New Jersey",2,SAGDP6N,63,"5412-5414,5416-5419","    Miscellaneous professional, scientific, and technical services ","Thousands of dollars",396917,463195,512853,524210,492972,508135,499470,558002,573121,623171,765414,754523,739145,754180,758131,772076,852017,903162,963175,979509,1063053,1101612,1190660,1316865,1390339,1780274
 "34000","New Jersey",2,SAGDP6N,64,"55","   Management of companies and enterprises ","Thousands of dollars",208257,243363,272614,275326,237257,266061,279211,304677,316190,374823,380379,435246,437977,397188,419963,426041,439641,411242,435703,437969,468404,471234,533315,589575,557325,575667
 "34000","New Jersey",2,SAGDP6N,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",364940,402980,439183,435970,379025,404798,409171,459259,460061,508213,596571,588455,547283,560076,591057,593920,639438,654458,644156,679431,773407,772487,827490,865147,960896,1253899
 "34000","New Jersey",2,SAGDP6N,66,"561","    Administrative and support services ","Thousands of dollars",267714,299548,329348,314016,276128,294176,294494,321254,322323,353145,423887,414148,374399,395140,412636,411033,452998,469888,465845,490779,556388,578146,622389,652909,731402,983982
 "34000","New Jersey",2,SAGDP6N,67,"562","    Waste management and remediation services ","Thousands of dollars",97226,103431,109834,121955,102897,110622,114677,138006,137738,155069,172685,174308,172884,164936,178420,182887,186440,184570,178311,188652,217019,194341,205101,212238,229495,269917
 "34000","New Jersey",2,SAGDP6N,68,"61,62","  Educational services, health care, and social assistance ","Thousands of dollars",777331,880481,932485,987512,942740,1024078,1080515,1171115,1223269,1358823,1547151,1565926,1594857,1609230,1637863,1657182,1788077,1835208,1852030,1906208,2076587,2170039,2357127,2449390,2681012,3216735
 "34000","New Jersey",2,SAGDP6N,69,"61","   Educational services ","Thousands of dollars",162124,186821,204601,217558,207451,226382,243657,241195,245117,273191,308581,317114,336288,339249,352662,356465,383118,385667,385055,401633,434520,454462,491737,507725,541599,624765
 "34000","New Jersey",2,SAGDP6N,70,"62","   Health care and social assistance ","Thousands of dollars",615206,693660,727884,769954,735290,797696,836858,929920,978152,1085632,1238569,1248812,1258570,1269981,1285201,1300717,1404958,1449541,1466975,1504575,1642067,1715577,1865391,1941665,2139412,2591970
 "34000","New Jersey",2,SAGDP6N,71,"621","    Ambulatory health care services ","Thousands of dollars",255524,288437,301664,320149,278303,297456,307752,346437,357052,394316,456666,457969,451653,453736,457046,456928,505644,526268,530595,544049,595773,613861,667970,676227,790511,978027
 "34000","New Jersey",2,SAGDP6N,72,"622","    Hospitals ","Thousands of dollars",211765,234188,245895,252405,281735,304333,320978,352050,369335,403714,444487,447345,460636,454729,463447,469956,490071,498419,510472,525142,559202,591655,644460,699951,705792,793050
 "34000","New Jersey",2,SAGDP6N,73,"623","    Nursing and residential care facilities ","Thousands of dollars",68328,79348,83972,86924,82989,94692,102409,115161,132945,149377,166735,173373,178553,185004,193857,211009,219745,228536,228284,229278,255145,260631,275400,282231,293371,336774
 "34000","New Jersey",2,SAGDP6N,74,"624","    Social assistance ","Thousands of dollars",79590,91687,96353,110476,92263,101216,105719,116271,118819,138225,170682,170126,167728,176512,170851,162823,189497,196317,197624,206105,231947,249430,277561,283256,349738,484119
 "34000","New Jersey",2,SAGDP6N,75,"71,72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",849983,929011,949224,962629,949610,999281,1059504,1183570,1177502,1345130,1417596,1351247,1288227,1206632,1231924,1237630,1314088,1294758,1270256,1335464,1596726,1866274,1932281,1847551,2206853,2636782
 "34000","New Jersey",2,SAGDP6N,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",389521,428141,433157,434828,434369,457145,505114,603218,557445,669870,679688,624001,591072,525350,515542,505512,522141,517826,510424,513390,589290,652443,729355,729407,952002,1127948
 "34000","New Jersey",2,SAGDP6N,77,"711-712","    Performing arts, spectator sports, museums, and related activities ","Thousands of dollars",231676,246654,243464,232311,259255,265539,298817,325585,292986,356733,328347,309737,286500,249021,225863,226248,235467,208678,206520,208303,218688,236442,247522,234243,252362,286849
 "34000","New Jersey",2,SAGDP6N,78,"713","    Amusement, gambling, and recreation industries ","Thousands of dollars",157845,181487,189693,202517,175113,191606,206297,277633,264459,313137,351341,314264,304572,276329,289679,279264,286674,309148,303904,305087,370602,416001,481834,495164,699639,841100
 "34000","New Jersey",2,SAGDP6N,79,"72","   Accommodation and food services ","Thousands of dollars",460462,500871,516067,527801,515241,542136,554390,580352,620057,675260,737908,727245,697155,681282,716382,732118,791947,776932,759832,822074,1007436,1213831,1202926,1118145,1254851,1508833
 "34000","New Jersey",2,SAGDP6N,80,"721","    Accommodation ","Thousands of dollars",291840,314870,315634,318995,310744,322682,330261,347531,369416,399397,423886,420188,401348,382991,394288,398167,425658,425757,393051,421154,502920,619782,579917,529423,580787,667134
 "34000","New Jersey",2,SAGDP6N,81,"722","    Food services and drinking places ","Thousands of dollars",168623,186001,200433,208806,204498,219454,224129,232820,250641,275863,314023,307058,295807,298291,322094,333951,366289,351174,366781,400920,504515,594049,623009,588721,674064,841699
 "34000","New Jersey",2,SAGDP6N,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",250397,282068,303217,325813,313772,336936,357840,394681,421157,457838,508682,500656,494357,484657,492576,488445,520260,536361,544194,561396,612637,630254,679274,660607,725606,911278
 "34000","New Jersey",2,SAGDP6N,83,"92"," Government and government enterprises ","Thousands of dollars",455,481,487,486,480,502,209,96,206,952,981,317,810,416,301,1273,1388,1411,1221,1219,1310,1359,1425,1501,1568,2308
 "34000","New Jersey",2,SAGDP6N,84,"...","  Federal civilian ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "34000","New Jersey",2,SAGDP6N,85,"...","  Military ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "34000","New Jersey",2,SAGDP6N,86,"...","  State and local ","Thousands of dollars",455,481,487,486,480,502,209,96,206,952,981,317,810,416,301,1273,1388,1411,1221,1219,1310,1359,1425,1501,1568,2308
 "34000","New Jersey",2,SAGDP6N,87,"11,21","Natural resources and mining ","Thousands of dollars",48913,50834,55363,52718,47816,45474,49845,54879,60859,64521,74168,80232,78903,79899,88029,93331,98184,112896,109501,109270,116397,118465,126619,134495,149761,166612
 "34000","New Jersey",2,SAGDP6N,88,"42,44-45","Trade ","Thousands of dollars",8480134,8984806,9319834,9782151,10133073,10343739,10852296,11744405,12076107,12941562,13613954,13304849,11781290,12651408,13508279,13891256,14910310,15185873,15741501,15231010,16163922,18348680,21810642,20732419,25069763,25356344
 "34000","New Jersey",2,SAGDP6N,89,"22,48-49","Transportation and utilities ","Thousands of dollars",2231532,2344731,2354528,2192958,1984384,2032282,2136830,2325165,2447866,2511288,2562056,2527191,2666352,2828038,2956282,3087716,3148790,3355584,3441428,3486451,3647510,3914588,4027157,3632824,3893769,4340032
 "34000","New Jersey",2,SAGDP6N,90,"31-33,51","Manufacturing and information ","Thousands of dollars",2260016,2371727,2370396,2368021,2662060,2780469,2885040,3065868,3134839,3247205,3241366,3258438,3311450,3303256,3612713,3554694,3685860,3935130,3581581,3672758,3897818,3952795,4207462,4320575,4410454,4818576
 "34000","New Jersey",2,SAGDP6N,91,"...","Private goods-producing industries 2/","Thousands of dollars",1435983,1587695,1644157,1691649,1934493,2038733,2144605,2310828,2421290,2618366,2795158,2895836,2963178,2984424,3328236,3248505,3428526,3593282,3247378,3357012,3608123,3648019,3914097,4070628,4187358,4609232
 "34000","New Jersey",2,SAGDP6N,92,"...","Private services-providing industries 3/","Thousands of dollars",24851857,26614087,27342697,27800474,28403660,29553411,31674444,33770651,35615416,38141680,39964543,39638139,38388735,39568961,41224618,42193616,44260276,46364198,47205594,47501103,49408292,53277439,57408960,57143348,61861799,66069334
"Note: See the included footnote file."
"SAGDP6N: Taxes on production and imports 1."
"Last updated: May 23, 2024-- revised statistics for 1997-2016."
"U.S. Bureau of Economic Analysis"
